knn,3,cos_acc,0.95625
knn,3,cos_acc,0.994565217391
knn,3,cos_acc,0.970760233918
knn,3,cos_acc,0.978142076503
knn,3,cos_acc,0.919075144509
knn,3,cos_acc,0.954285714286
knn,3,cos_acc,0.921686746988
knn,3,cos_acc,0.936305732484
knn,3,cos_acc,0.778443113772
knn,3,cos_acc,0.970760233918
knn,3,cos_acc,0.974358974359
knn,3,cos_acc,0.975609756098
knn,3,cos_acc,0.94623655914
knn,3,cos_acc,0.952631578947
knn,3,cos_acc,0.866310160428
knn,3,cos_acc,0.901234567901
knn,3,cos_acc,0.885869565217
knn,3,cos_acc,1.0
knn,3,cos_acc,0.9875
knn,3,cos_acc,0.96835443038
knn,3,cos_acc,0.983606557377
knn,3,cos_acc,0.942408376963
knn,3,cos_acc,0.83734939759
knn,3,cos_acc,0.994505494505
knn,3,cos_acc,1.0
knn,3,cos_acc,0.984042553191
knn,3,cos_acc,0.975609756098
knn,3,cos_acc,0.967032967033
knn,3,cos_acc,0.977900552486
knn,3,cos_acc,1.0
knn,3,cos_acc,0.962162162162
knn,3,cos_acc,0.917159763314
knn,3,cos_acc,0.97191011236
knn,1,cos_acc,0.95625
knn,1,cos_acc,0.989130434783
knn,1,cos_acc,0.964912280702
knn,1,cos_acc,0.983606557377
knn,1,cos_acc,0.93063583815
knn,1,cos_acc,0.937142857143
knn,1,cos_acc,0.939759036145
knn,1,cos_acc,0.949044585987
knn,1,cos_acc,0.790419161677
knn,1,cos_acc,0.988304093567
knn,1,cos_acc,0.974358974359
knn,1,cos_acc,0.969512195122
knn,1,cos_acc,0.956989247312
knn,1,cos_acc,0.963157894737
knn,1,cos_acc,0.866310160428
knn,1,cos_acc,0.895061728395
knn,1,cos_acc,0.869565217391
knn,1,cos_acc,0.994444444444
knn,1,cos_acc,0.9875
knn,1,cos_acc,0.974683544304
knn,1,cos_acc,0.989071038251
knn,1,cos_acc,0.952879581152
knn,1,cos_acc,0.855421686747
knn,1,cos_acc,1.0
knn,1,cos_acc,1.0
knn,1,cos_acc,0.973404255319
knn,1,cos_acc,0.975609756098
knn,1,cos_acc,0.978021978022
knn,1,cos_acc,0.977900552486
knn,1,cos_acc,0.994318181818
knn,1,cos_acc,0.940540540541
knn,1,cos_acc,0.934911242604
knn,1,cos_acc,0.977528089888
knn,5,cos_acc,0.96875
knn,5,cos_acc,0.994565217391
knn,5,cos_acc,0.976608187135
knn,5,cos_acc,0.983606557377
knn,5,cos_acc,0.924855491329
knn,5,cos_acc,0.96
knn,5,cos_acc,0.939759036145
knn,5,cos_acc,0.949044585987
knn,5,cos_acc,0.766467065868
knn,5,cos_acc,0.994152046784
knn,5,cos_acc,0.987179487179
knn,5,cos_acc,0.981707317073
knn,5,cos_acc,0.940860215054
knn,5,cos_acc,0.947368421053
knn,5,cos_acc,0.860962566845
knn,5,cos_acc,0.901234567901
knn,5,cos_acc,0.858695652174
knn,5,cos_acc,1.0
knn,5,cos_acc,0.975
knn,5,cos_acc,0.96835443038
knn,5,cos_acc,0.983606557377
knn,5,cos_acc,0.942408376963
knn,5,cos_acc,0.831325301205
knn,5,cos_acc,0.989010989011
knn,5,cos_acc,1.0
knn,5,cos_acc,0.973404255319
knn,5,cos_acc,0.981707317073
knn,5,cos_acc,0.972527472527
knn,5,cos_acc,0.972375690608
knn,5,cos_acc,0.994318181818
knn,5,cos_acc,0.978378378378
knn,5,cos_acc,0.934911242604
knn,5,cos_acc,0.966292134831
w,knn,3,cos_acc,0.9125
w,knn,3,cos_acc,0.722826086957
w,knn,3,cos_acc,0.766081871345
w,knn,3,cos_acc,0.967213114754
w,knn,3,cos_acc,0.653179190751
w,knn,3,cos_acc,0.834285714286
w,knn,3,cos_acc,0.759036144578
w,knn,3,cos_acc,0.859872611465
w,knn,3,cos_acc,0.688622754491
w,knn,3,cos_acc,0.912280701754
w,knn,3,cos_acc,0.858974358974
w,knn,3,cos_acc,0.786585365854
w,knn,3,cos_acc,0.870967741935
w,knn,3,cos_acc,0.752631578947
w,knn,3,cos_acc,0.844919786096
w,knn,3,cos_acc,0.765432098765
w,knn,3,cos_acc,0.826086956522
w,knn,3,cos_acc,0.8
w,knn,3,cos_acc,0.80625
w,knn,3,cos_acc,0.70253164557
w,knn,3,cos_acc,0.92349726776
w,knn,3,cos_acc,0.753926701571
w,knn,3,cos_acc,0.668674698795
w,knn,3,cos_acc,0.923076923077
w,knn,3,cos_acc,0.942675159236
w,knn,3,cos_acc,0.925531914894
w,knn,3,cos_acc,0.84756097561
w,knn,3,cos_acc,0.725274725275
w,knn,3,cos_acc,0.878453038674
w,knn,3,cos_acc,0.761363636364
w,knn,3,cos_acc,0.875675675676
w,knn,3,cos_acc,0.804733727811
w,knn,3,cos_acc,0.848314606742
t,knn,3,cos_acc,0.9625
t,knn,3,cos_acc,0.983695652174
t,knn,3,cos_acc,0.994152046784
t,knn,3,cos_acc,0.989071038251
t,knn,3,cos_acc,0.947976878613
t,knn,3,cos_acc,0.937142857143
t,knn,3,cos_acc,0.939759036145
t,knn,3,cos_acc,0.987261146497
t,knn,3,cos_acc,0.946107784431
t,knn,3,cos_acc,0.994152046784
t,knn,3,cos_acc,0.980769230769
t,knn,3,cos_acc,1.0
t,knn,3,cos_acc,0.940860215054
t,knn,3,cos_acc,0.989473684211
t,knn,3,cos_acc,0.909090909091
t,knn,3,cos_acc,0.938271604938
t,knn,3,cos_acc,0.853260869565
t,knn,3,cos_acc,1.0
t,knn,3,cos_acc,0.975
t,knn,3,cos_acc,0.974683544304
t,knn,3,cos_acc,1.0
t,knn,3,cos_acc,0.958115183246
t,knn,3,cos_acc,0.933734939759
t,knn,3,cos_acc,1.0
t,knn,3,cos_acc,0.987261146497
t,knn,3,cos_acc,0.968085106383
t,knn,3,cos_acc,0.993902439024
t,knn,3,cos_acc,0.989010989011
t,knn,3,cos_acc,0.983425414365
t,knn,3,cos_acc,1.0
t,knn,3,cos_acc,0.994594594595
t,knn,3,cos_acc,0.98224852071
t,knn,3,cos_acc,0.994382022472
